Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8,Thumb,Index,Middle,Ring,Pinky
-44,-26,-18,-7,3,4,5,-5,0,270,0,157,28
6,3,-2,-5,1,1,-4,-3,2,270,0,157,28
8,1,0,-12,-3,-1,1,0,0,270,0,157,28
39,6,14,18,-1,-3,-2,2,0,270,0,157,28
-30,-5,3,-20,-6,1,-1,0,0,270,0,157,28
-11,-19,-28,-8,-1,3,-1,-2,0,270,0,157,28
-2,-1,13,17,0,-6,-4,-4,2,270,0,157,28
5,11,15,0,-5,-2,-1,-2,0,270,0,157,28
0,3,16,10,2,-4,-3,1,0,270,0,157,28
-20,-15,-23,-25,-2,-2,0,-4,0,270,0,157,28
34,11,14,10,0,0,1,5,0,270,0,157,28
-11,-8,-23,-17,-5,-2,0,-4,0,270,0,155,28
2,-2,-6,2,0,0,-1,1,0,270,0,157,28
5,2,15,1,0,1,1,4,2,270,0,157,24
0,-2,-21,-2,1,2,1,-1,0,270,0,157,24
4,-4,18,-2,-2,-4,2,-6,0,266,0,157,24
2,2,4,8,-1,3,1,2,0,270,0,157,24
3,1,0,0,-3,2,-5,0,0,270,0,157,24
18,2,6,9,2,2,0,-1,0,266,0,157,24
-38,-11,-2,-20,0,0,0,-2,2,266,0,157,24
6,3,0,6,0,1,0,2,0,259,0,157,20
0,6,-3,-11,-1,-1,-1,0,0,243,0,157,20
-13,0,4,19,-4,-4,1,0,0,236,0,157,20
-4,1,10,-1,0,-3,-4,-6,0,219,0,155,20
-13,5,-48,-7,4,1,1,-3,0,216,0,157,20
3,3,19,-5,1,2,0,1,2,212,0,157,24
-3,-8,-8,-3,-2,6,0,-2,0,205,0,155,20
9,9,9,16,3,2,-1,3,0,192,0,157,20
2,5,5,-5,-8,-3,-2,1,0,182,0,155,20
46,6,-9,11,3,3,1,3,2,162,0,157,20
-34,2,-2,-8,-5,-6,-6,2,0,148,0,155,20
-8,-10,-14,10,3,3,0,-4,0,135,0,157,20
1,-6,23,5,5,2,2,-4,0,118,0,157,20
-18,-1,-17,-20,-5,-4,-2,-3,0,118,0,157,20
20,6,23,10,0,-3,-1,3,0,114,0,157,24
46,11,-4,-7,-2,-1,0,7,0,114,0,157,20
-27,-20,-6,6,-6,-3,0,-5,2,114,0,157,20
-39,-4,8,4,-3,-3,-1,-8,0,114,0,155,20
3,-3,-19,-4,-3,-1,1,-2,2,114,0,155,20
17,13,14,-3,5,0,0,1,2,114,0,157,20
46,13,11,-3,1,1,4,8,0,114,0,155,20
-33,-12,-6,6,-6,-2,-3,-3,0,118,0,157,20
-4,11,-4,-4,3,0,0,-3,0,118,0,155,20
-12,1,41,23,-3,-3,-2,0,0,118,0,157,20
12,-9,-30,-25,-4,-2,1,-3,0,118,0,155,16
-42,-1,-4,0,1,1,-2,-1,0,118,0,155,20
1,-1,11,5,1,-7,-1,-1,0,118,0,155,20
35,4,-19,-7,-2,3,-1,1,0,118,0,155,20
-41,-6,18,12,-4,0,-4,-6,0,114,0,155,16
8,3,3,-8,1,0,0,2,0,118,0,155,20
26,0,-35,-12,-4,-3,1,4,2,118,0,155,16
-1,1,21,2,1,-2,1,1,0,114,0,155,16
3,9,2,6,6,5,2,4,0,118,0,155,20
-63,-16,-9,6,-4,-1,1,-8,0,118,0,155,20
-12,-8,-13,-37,-2,-4,-5,-3,0,114,0,155,16
23,3,-8,7,-1,-3,-1,3,0,114,0,155,20
-20,-4,-1,-3,-3,-3,-2,-1,0,118,0,152,16
15,8,0,10,4,0,1,-2,0,118,0,152,16
3,-7,13,-10,-4,1,-1,-2,0,118,0,152,16
51,19,-1,4,2,-1,0,0,0,118,0,150,16
-85,-27,-7,-7,-8,-5,-1,-7,0,114,0,150,16
12,-1,13,-4,-2,-1,-1,2,0,118,0,150,16
19,7,13,20,4,4,-1,4,2,121,0,150,16
-15,-6,-7,-11,-3,0,-2,-4,0,124,0,150,16
26,-1,-8,-10,2,0,3,0,0,128,0,150,16
-6,2,-13,-16,4,-5,-2,-2,2,138,0,150,16
-1,-1,-5,7,0,1,-2,-1,2,138,0,148,16
-18,-13,-5,-15,-4,-5,-6,-8,0,138,0,150,16
24,17,22,10,5,5,4,2,2,141,0,146,16
-19,-1,3,17,-3,0,1,2,0,141,0,148,16
-3,-12,23,-1,-2,-1,1,-4,0,138,0,146,16
-20,-11,-17,4,2,0,-5,-5,2,141,0,146,16
10,12,15,-5,-1,0,-1,0,0,138,0,146,16
78,21,9,7,7,2,5,17,0,141,0,146,16
-45,-37,-17,-6,-10,-1,0,-16,0,141,0,143,16
-4,-5,-37,-14,-5,-14,-1,-3,0,151,0,141,12
21,11,11,-5,-1,3,-1,1,2,158,0,141,16
22,7,15,3,2,-3,-5,-4,0,178,0,139,16
71,31,57,28,10,5,5,18,0,209,0,139,16
-52,-21,-16,-4,-4,6,7,-2,0,216,0,139,16
11,-7,-38,-11,5,-5,-3,-5,0,246,0,137,16
-45,-10,-13,-1,-4,0,-1,-4,0,266,0,137,16
18,9,8,-5,-2,-3,-2,3,0,290,0,134,12
0,10,36,31,-2,0,0,0,0,303,0,134,16
21,13,5,7,1,-1,0,0,2,327,0,134,12
-23,-10,-1,-18,-5,3,2,-4,0,347,0,134,16
67,13,-29,-5,7,0,1,9,0,368,0,134,16
-11,-3,-7,-10,-6,0,1,7,0,405,0,134,16
-37,-9,18,5,-11,-17,-11,-12,2,435,0,134,16
9,-9,-13,1,6,-1,-2,-6,2,465,0,134,12
-38,-4,-1,-9,-3,4,0,-2,0,472,0,134,16
87,37,15,2,7,5,4,14,0,499,0,132,16
-76,-31,-10,2,-10,-3,-2,-11,0,567,0,132,12
-6,-10,-28,-12,-4,-5,0,-5,0,594,0,132,16
28,13,8,3,6,0,-2,7,2,665,0,130,12
-4,-8,-10,-9,-4,7,5,-3,0,746,0,125,16
31,4,6,20,3,-4,0,4,0,779,0,125,16
-41,-27,-40,-34,-9,-3,-2,-5,2,803,0,121,12
-18,-3,3,10,-2,-6,-2,-2,0,810,0,121,12
42,15,13,3,4,3,-1,8,2,833,0,123,12
-16,-13,-6,-6,-4,3,-1,-1,0,864,0,121,16
-15,-5,21,22,-1,1,-3,-5,0,871,0,121,16
0,-2,-1,-8,-1,-4,-1,-5,0,874,0,121,12
5,6,5,6,0,-9,-4,-1,0,881,0,121,12
25,13,2,-4,-2,7,1,10,0,881,0,121,12
-32,17,24,12,6,-3,-2,-4,0,874,0,121,12
24,15,31,6,5,0,0,8,0,867,0,121,12
-30,-9,-3,19,-9,2,1,1,0,867,0,121,12
-2,2,-13,7,-1,0,-2,-2,0,871,0,121,12
-25,-32,-31,-40,-8,-10,-10,-15,0,871,0,121,16
52,18,3,-1,9,2,3,5,0,871,0,121,12
35,25,14,14,4,2,1,9,0,874,0,121,16
-40,-22,30,20,0,0,-3,-13,0,874,0,121,12
-18,-16,0,-16,-9,-2,-9,-6,0,874,0,121,12
-3,0,-52,-20,-3,-3,-1,-2,0,874,0,121,12
48,8,-1,-1,1,-5,-1,2,0,874,0,121,12
-28,6,10,14,1,2,1,-2,0,874,0,121,12
-1,3,41,-4,0,2,0,-1,2,874,0,123,12
4,-10,-21,1,-2,-3,0,1,0,874,0,123,12
-8,-1,-15,-20,2,5,5,-4,2,874,0,121,12
25,14,-34,-12,-7,-6,-2,2,0,874,0,121,12
-19,0,3,9,-3,1,1,-2,0,874,0,121,16
11,8,24,14,8,8,4,1,0,874,0,121,12
-28,-14,5,12,-9,-8,-6,-7,2,874,0,123,12
22,17,12,-19,5,6,1,4,0,871,0,121,8
33,-3,6,19,-2,-1,-1,5,0,844,0,121,12
-21,-5,-36,-8,-9,-4,-8,-10,2,827,0,121,12
-41,-19,-14,-10,-5,-5,-2,-7,0,800,0,123,12
5,-11,6,9,2,0,0,-2,0,783,0,123,12
-8,0,-6,-10,-1,-2,-1,-1,0,756,0,123,12
28,7,25,10,7,2,0,5,0,742,0,121,12
14,8,6,4,-1,-1,0,3,0,729,0,121,12
4,9,24,6,-8,-5,-4,1,2,668,0,123,12
-17,-26,-26,2,2,4,3,-2,0,617,0,123,12
-18,-1,25,6,-3,-7,-2,-3,0,560,0,121,12
5,1,-26,-12,-4,3,0,-1,0,496,0,123,12
-20,6,52,11,1,-3,-3,-3,0,462,0,121,8
0,-9,-45,-13,-4,2,1,-2,2,422,0,123,8
7,1,27,9,-3,-4,-3,0,0,374,0,121,12
-4,-6,-27,-13,3,5,3,7,0,300,0,121,12
2,-9,-10,5,2,-1,-3,-5,0,239,0,121,8
-5,-2,39,4,-4,0,-3,0,0,202,0,121,12
-19,-5,-58,-22,-5,-1,-2,-7,0,178,0,121,8
11,10,27,7,8,1,-1,3,0,165,0,121,8
2,-8,-9,-5,-5,-1,-1,-2,0,138,0,121,8
-35,-10,-24,-7,-1,-2,-2,-3,2,114,0,121,8
0,-1,-2,0,1,-1,-3,0,0,104,0,121,8
5,3,37,11,-2,0,-3,-3,0,104,0,121,8
13,4,-35,-20,-4,-4,0,2,0,101,0,121,8
5,-2,15,9,-4,-9,-5,-1,0,104,0,121,8
1,0,-12,-3,7,8,2,2,0,108,0,121,8
1,5,21,5,4,2,1,-2,0,141,0,118,8
-9,-7,-29,-5,0,-4,-2,-1,0,219,0,118,8
2,3,9,0,-4,0,0,0,0,266,0,116,8
-4,-7,2,-6,-4,-3,-1,-5,0,371,0,116,8
-2,-3,-14,-11,-3,-6,-3,-4,2,449,0,114,8
-5,0,5,7,-1,0,-1,0,2,546,0,114,8
5,5,-1,-3,5,-1,-4,-1,2,563,0,114,8
4,1,16,1,1,6,8,0,2,597,0,114,8
-4,-3,-14,-3,-6,-5,-6,-1,0,661,0,114,8
-3,-2,9,1,0,2,3,1,0,719,0,114,8
4,7,-5,-3,1,1,2,-3,0,749,0,114,8
0,-7,-14,5,-7,-5,-5,-1,0,773,0,114,8
-5,-2,5,-10,-4,-8,-4,-1,0,793,0,114,8
2,1,1,-1,4,3,0,0,0,817,0,114,4
-5,-4,-11,-4,0,-2,0,-2,0,844,0,114,8
-1,-1,13,1,0,-2,4,1,0,847,0,114,8
-2,-2,-19,-9,-7,-1,2,-1,0,844,0,114,8
0,7,35,19,2,-2,-2,0,0,844,0,114,8
2,-1,5,-1,1,2,-1,-1,0,844,0,114,8
-1,-2,5,0,-3,-1,-2,1,0,844,0,114,8
-1,-1,-6,-1,4,2,0,-1,0,844,0,114,8
-1,-4,-18,-3,-1,-2,-3,1,0,847,0,114,8
-2,0,3,5,-3,-2,-1,-5,0,854,0,114,8
-1,5,-5,-13,1,-8,-3,0,0,864,0,114,4
0,5,20,1,1,-4,-1,0,0,871,0,114,8
0,-5,-56,-6,-1,-3,-3,-3,0,874,0,114,8
-1,4,2,-5,-3,4,0,0,0,874,0,114,8
0,2,10,-7,-3,-5,-2,1,2,874,0,114,4
2,-4,-4,-4,1,-3,-2,0,0,874,0,114,8
1,-2,15,17,-1,0,-3,0,0,874,0,114,4
-4,-3,-16,-13,-4,-8,-1,-2,2,874,0,114,8
-2,1,7,14,-1,7,3,-1,2,874,0,114,4
-3,-3,-4,-20,4,-1,0,2,0,874,0,114,4
-2,2,0,0,0,1,-4,0,0,874,0,114,4
3,9,13,14,-1,-1,-2,-1,0,874,0,114,8
-3,-7,6,-1,-7,-4,4,-1,0,867,0,114,4
0,-5,-15,-1,6,1,-1,-2,2,840,0,114,4
-2,2,8,3,0,2,1,0,2,803,0,114,8
-2,1,-5,-10,-4,-4,-2,-2,2,759,0,114,4
1,7,12,1,2,-3,-4,0,2,682,0,114,8
0,0,-30,-3,-8,-3,-4,-2,0,627,0,114,8
-1,-4,-4,-11,-4,-6,-2,-1,2,560,0,114,8
1,-7,-10,-6,7,5,3,1,0,516,0,114,4
1,11,18,14,7,4,-1,1,0,496,0,114,8
-4,-11,-7,-1,-5,1,0,-2,0,395,0,114,4
1,3,19,5,0,-2,-3,0,2,286,0,114,4
1,3,8,10,-1,-1,-2,1,2,212,0,114,4
-1,-10,-58,-40,3,3,1,0,2,121,0,114,8
-2,6,31,19,0,0,0,-1,0,74,0,114,8
0,7,28,-3,0,4,0,0,2,67,0,114,4
-3,-10,-37,-8,-7,-9,-7,-2,2,50,0,114,4
0,4,14,6,-2,-1,6,-2,0,27,0,114,8
1,5,-16,3,1,2,0,0,2,27,0,114,4
0,4,27,1,2,2,-1,-2,2,27,0,114,8
-2,-8,-14,-2,4,4,3,1,0,23,0,114,8
-4,1,15,-1,-4,-3,-1,-2,2,37,0,114,4
3,-8,-43,-2,-2,-3,-2,-1,0,135,0,114,8
-2,-8,-1,-1,1,2,-1,-2,2,212,0,111,4
0,6,29,14,1,-5,-3,0,2,283,0,114,4
-2,-10,-19,-11,-7,-8,-5,-3,0,351,0,111,4
1,5,12,-5,2,1,4,1,2,384,0,111,8
1,5,-16,-2,-2,2,-2,2,2,418,0,111,8
-1,-3,13,3,-1,1,2,-2,2,445,0,111,4
-2,-4,-6,-10,-3,-1,-3,-2,2,455,0,111,8
-1,0,13,4,-4,-5,-2,-2,2,482,0,111,4
1,-3,-15,0,1,-1,1,0,2,509,0,111,8
-3,6,14,-4,-2,-2,0,-1,2,509,0,111,4
-1,-9,-48,-9,-5,-1,-3,-1,0,509,0,111,4
-3,3,22,2,-4,2,3,1,0,513,0,111,4
0,4,-12,-4,-3,0,1,-2,0,513,0,111,4
1,2,8,7,3,6,3,1,2,516,0,111,4
-4,-10,-14,-2,-3,-4,-1,0,2,516,0,111,4
-5,-2,24,-6,3,1,-2,-3,0,516,0,111,8
0,-4,-4,6,-5,-7,-4,-1,0,516,0,111,4
-1,2,19,8,1,1,-2,-2,0,516,0,111,8
2,2,-19,-9,-1,4,-2,-1,2,519,0,111,8
2,-1,17,1,-2,-2,-3,0,2,519,0,111,8
-4,-1,2,-16,3,1,0,0,2,519,0,111,4
-1,-1,-16,-1,-5,-7,-3,0,0,519,0,111,8
-2,-6,11,7,2,-1,-1,-2,2,523,0,111,4
0,7,2,5,0,-2,-1,0,2,523,0,111,4
0,-3,-6,-3,-5,-4,-2,-2,2,526,0,114,4
-2,0,-17,-15,6,1,-2,1,2,526,0,114,4
-2,2,44,18,2,-1,-3,-2,2,526,0,116,8
-3,-3,-15,-5,-6,-1,-4,-4,2,526,0,116,8
-1,-1,-4,2,0,3,1,1,2,526,0,116,8
0,-6,-12,0,-3,-1,0,-2,2,526,0,116,8
4,15,32,14,0,0,0,0,2,526,0,116,4
-1,-2,-54,-16,-2,-1,5,-2,2,526,0,114,4
-3,3,1,-8,-4,-11,-4,-2,0,526,0,114,4
1,-6,0,0,2,7,-2,-2,2,486,0,114,4
0,-6,-6,1,-2,1,1,1,2,384,0,116,8
4,4,19,7,2,0,0,0,2,351,0,116,4
-2,2,-2,7,-6,-8,-5,-4,2,300,0,114,8
-4,-19,-27,-28,-9,-2,7,-2,0,243,0,114,8
-4,2,-9,1,2,3,1,-1,0,199,0,114,4
0,0,-1,3,-3,-1,-2,1,2,175,0,114,8
-1,-2,14,4,1,4,-1,-1,2,141,0,114,8
0,5,5,2,7,1,-2,1,0,111,0,114,4
0,-9,-5,-6,-2,-3,-3,-1,0,87,0,114,8
-1,2,19,9,2,1,-1,-2,0,77,0,114,8
-4,-2,-22,-9,2,-7,-3,0,2,50,0,114,4
1,5,3,13,-2,10,7,0,2,6,0,114,8
0,1,17,-7,-3,-5,-2,-1,2,0,0,111,8
-2,-3,-25,-3,4,0,-1,0,2,0,0,114,8
-1,-18,-8,1,-4,-1,-2,-1,2,0,0,111,8
2,15,21,18,1,-4,-2,0,0,0,0,114,8
-1,6,-7,-10,3,5,1,1,2,0,0,114,8
-3,-15,14,5,-5,-4,-3,0,0,3,0,114,8
-1,-1,-10,0,0,5,2,-1,0,16,0,111,8
0,5,2,2,-4,-4,-3,-1,0,68,0,111,4
10,5,13,4,-1,-4,-3,1,2,134,0,111,8
-9,0,0,11,2,3,0,0,2,200,0,109,4
-8,-6,6,-12,3,5,4,-2,2,232,0,109,4
3,-2,14,11,2,-3,-3,-1,0,259,0,109,8
3,5,-4,-2,0,-3,-3,-1,0,288,0,109,8
10,-8,-9,3,-3,-1,2,2,0,324,0,109,8
-22,0,0,-1,-1,2,3,0,2,383,0,109,4
-12,-6,-57,-19,-4,1,-3,-4,0,419,0,109,4
6,6,27,3,4,0,-1,-3,2,452,0,109,4
1,-4,-20,-23,-7,-2,1,-1,2,472,0,109,8
19,5,20,7,-1,2,-1,1,2,495,0,109,4
-9,-11,-2,-14,-1,-5,-7,-2,0,495,0,109,8
-6,4,-5,10,-3,1,5,1,2,498,0,109,8
-22,3,6,-7,1,-2,-1,-1,0,501,0,109,4
8,0,-12,-8,-2,-1,-2,-1,0,508,0,109,8
8,-3,17,5,-3,-4,-5,-3,0,518,0,109,8
-5,-7,-12,-6,-8,-5,-5,-3,0,524,0,109,8
10,1,-2,1,1,-5,1,2,0,524,0,109,4
7,3,11,1,7,4,5,1,0,524,0,109,4
7,13,15,21,-5,-2,2,2,0,527,0,111,8
-12,-14,-35,-18,-1,1,1,-1,2,524,0,109,8
-11,-17,-26,-12,-6,-5,-7,-9,0,527,0,109,4
24,7,-1,-1,-4,-4,-2,4,2,524,0,109,8
19,10,-4,-3,-2,-4,-3,5,2,524,0,109,4
-27,-9,45,0,0,3,-2,-6,2,524,0,109,4
-5,-16,-61,-19,-7,-5,-1,-4,2,449,0,109,8
5,2,25,10,0,-2,-4,0,2,406,0,109,8
7,4,-13,-8,5,4,-3,-2,2,396,0,109,4
25,6,14,20,5,3,5,5,2,373,0,111,8
-32,-10,19,-9,-1,2,0,-1,0,337,0,109,4
-13,-9,-23,-7,-6,-3,-6,-5,2,288,0,109,8
9,6,3,20,-2,1,2,-1,2,222,0,109,8
-2,8,3,-12,-2,1,1,-1,2,200,0,109,8
1,-2,-24,4,-1,3,1,0,0,150,0,111,8
-2,-10,-19,-27,-3,0,0,-1,0,62,0,109,8
-22,-5,4,8,-2,-1,-3,-1,2,26,0,109,8
-12,-4,-23,-10,-6,-3,-4,-8,0,6,0,109,8
25,15,40,9,2,-1,3,5,2,0,0,109,8
13,-3,-18,4,-4,-3,-1,0,0,0,0,109,8
-15,-8,29,-3,0,0,-2,-2,2,0,0,109,8
-8,-5,-53,-13,-1,-1,-3,2,0,0,0,111,8
17,-3,8,3,1,-1,1,-4,0,0,0,111,8
-9,5,1,12,5,7,2,0,2,0,0,109,8
22,0,-6,-6,-3,-1,0,1,2,0,0,109,8
-9,-1,0,2,0,-7,0,3,2,0,0,109,8
6,7,15,9,-2,4,3,-1,2,0,0,109,4
0,-7,0,9,-5,-8,-5,-2,2,3,0,111,8
-5,3,-12,-17,6,2,0,-2,0,0,0,111,8
32,13,20,21,4,7,4,3,2,3,0,111,4
-27,-15,-5,-32,-8,-6,-5,-3,0,0,0,111,8
-4,0,9,-2,4,-3,-2,-4,2,0,0,114,8
14,0,17,18,-1,2,0,4,0,0,15,114,4
-13,-1,3,-4,-6,-2,-2,-2,2,3,25,116,8
12,-1,-22,5,-1,-1,-3,-1,2,3,54,118,8
-7,-3,-22,-6,-1,2,1,2,0,0,56,121,4
7,9,-18,-6,-2,-5,-1,-3,0,3,92,132,4
31,9,21,11,8,2,1,8,2,6,126,141,4
-3,-4,17,13,-2,1,3,-4,0,12,154,150,4
-28,-5,18,-6,-7,0,-1,-3,0,21,177,162,8
-5,-11,-55,-12,-5,-3,-3,-4,2,33,206,175,4
-14,-5,-27,-12,-4,-3,-6,-5,2,46,239,200,4
14,8,9,-4,-1,-3,0,3,0,52,252,207,4
36,7,4,2,6,6,2,6,2,52,257,216,8
4,8,33,4,3,5,6,2,2,61,280,237,4
-53,-26,3,1,-8,-8,-8,-15,2,64,293,248,4
10,6,-35,-2,1,-3,-2,0,2,67,306,260,4
5,6,1,-3,3,-2,2,2,2,67,309,264,4
3,5,12,5,-4,-2,-2,3,2,70,309,267,4
-2,-12,-2,1,-2,-3,-2,-2,0,73,316,276,4
-3,3,-17,-11,1,1,1,0,0,80,322,283,8
-7,-7,5,3,-2,-4,-3,-9,2,80,329,292,4
16,13,8,6,0,-1,0,5,2,83,332,296,4
-39,-14,-10,-3,-7,-5,0,-4,0,83,332,299,4
4,-1,-1,4,5,3,-1,3,2,86,332,299,8
5,6,6,-4,-3,1,-1,2,0,86,332,299,4
-5,-10,4,-1,1,-2,-4,-7,0,86,332,299,8
16,12,12,-5,1,2,1,5,2,86,334,299,4
-1,3,-15,9,-4,-5,-1,1,0,89,334,299,4
-5,-11,-7,-13,0,-1,-2,-5,2,92,332,299,4
-1,3,-13,-6,-6,-4,-3,-2,2,98,304,292,4
8,4,11,-13,2,1,1,4,0,98,275,280,4
2,-5,1,0,-3,-3,-5,-4,2,98,200,255,4
-36,-6,11,9,0,-2,2,-7,2,101,177,251,4
-3,3,13,1,3,4,1,0,2,101,154,244,8
28,15,0,1,5,2,1,2,2,104,74,228,4
-26,-14,16,21,5,-2,-2,-4,0,101,46,203,4
27,9,-5,0,-1,0,1,2,0,104,33,182,4
-22,3,18,7,1,1,2,3,2,107,0,164,4
25,9,4,4,0,-4,-2,0,2,107,0,159,4
-1,-12,-51,-28,-10,2,3,1,2,107,0,148,8
-48,-10,-5,-3,-3,0,-2,-8,2,107,0,146,4
22,7,24,-3,0,-4,-1,4,2,107,0,141,4
-6,-7,-24,-1,1,0,0,0,2,107,0,134,4
-1,2,21,-2,1,1,0,0,2,107,0,125,8
24,2,-8,3,0,-1,3,0,2,107,0,118,4
7,-6,-4,-11,-4,-3,-1,0,2,107,0,114,4
-8,7,8,14,1,2,0,2,2,107,0,107,4
-8,-7,-41,-24,-4,-3,-4,-7,0,107,0,102,4
-9,-11,4,3,1,0,-2,-2,2,107,0,98,4
-29,-6,6,-4,4,4,2,-6,2,110,0,93,4
34,13,12,6,2,0,4,5,2,110,0,93,4
-34,-1,-12,-7,-9,-4,0,-6,2,107,0,93,4
6,-15,-18,14,-2,-2,-1,-1,2,107,0,91,4
14,5,-1,-22,-2,-3,-4,1,0,107,0,91,8
23,7,3,2,2,1,2,4,2,107,0,91,4
-34,-17,13,0,2,3,-3,-5,2,110,0,91,4
-3,7,24,0,0,3,2,-3,2,107,0,91,4
4,-6,-13,7,-1,-2,0,0,2,107,0,91,4
24,4,4,6,-9,-6,-7,2,2,110,0,91,4
0,-7,-29,-17,2,-1,0,-2,2,107,0,89,4
-2,5,18,4,-1,-4,-3,-3,0,110,0,91,4
-7,-6,-5,2,-2,-2,2,-4,2,107,0,89,4
29,6,-2,6,-3,-2,1,1,2,107,0,89,4
-51,0,28,10,-3,0,1,3,2,110,0,89,4
-21,-3,-30,-4,-4,-5,-7,-11,2,107,0,89,4
-10,-4,15,-12,1,0,-7,-5,2,107,0,89,4
-40,-1,-26,-6,0,4,2,-6,0,107,0,91,4
32,-15,15,20,-7,-3,-2,0,2,107,0,91,4
7,5,-14,-12,-1,-2,-1,4,2,110,54,100,4
48,18,15,7,-1,1,3,3,2,107,118,125,4
-17,-10,5,-4,0,-3,-2,1,2,107,175,150,4
-36,-2,1,2,1,-1,0,-3,0,107,203,173,4
-11,2,-4,-10,0,0,1,1,2,110,211,180,4
2,-4,0,-2,3,3,3,-1,2,107,226,189,8
44,22,-2,3,-1,-2,1,12,2,107,239,198,8
55,14,18,-2,-1,-4,0,6,2,107,249,214,4
-92,-43,-36,-3,-9,-3,-7,-16,2,110,252,219,4
-38,-9,-28,-9,-2,-2,-2,-6,0,107,262,226,4
-6,-15,-14,-14,-4,0,-4,-7,2,107,267,228,4
28,20,22,7,2,1,3,3,2,110,270,235,4
57,17,18,10,3,2,1,12,2,110,273,239,4
-5,-1,-1,-2,-2,1,-1,-5,2,110,280,244,0
-40,-5,-14,-9,3,-2,-4,-6,2,110,280,244,4
48,6,-2,-6,0,-5,-5,-1,0,110,283,246,4
-36,-9,-10,-7,-3,-2,0,-6,0,110,286,248,4
9,-2,29,17,1,4,4,8,2,110,293,260,4
20,-6,-22,-6,-6,-6,-4,-2,2,110,301,264,4
-28,-19,-1,0,-4,-1,-3,-6,2,110,306,269,4
-24,10,10,-13,2,0,0,-5,0,114,309,276,4
22,17,2,9,5,-1,0,3,2,114,309,280,8
-23,-25,-39,-14,-14,-6,-3,-4,2,114,309,283,4
2,13,5,17,4,0,0,2,2,114,319,296,4
22,1,19,1,-1,-1,0,5,2,117,324,303,4
5,2,1,-4,0,-2,3,-1,2,117,324,303,4
-14,-5,-6,-18,-4,-1,-4,0,2,120,332,315,4
7,3,-10,5,1,1,-6,1,2,120,332,317,4
25,4,18,5,5,3,4,3,2,120,332,317,8
-2,4,12,9,0,-1,-1,1,5,120,332,317,4
1,3,8,11,2,-1,0,2,2,123,322,317,4
-13,3,-10,-27,0,-1,0,-4,2,129,216,290,4
28,7,24,19,2,-1,-2,8,0,135,131,269,4
-47,-24,-31,-25,-5,4,0,-4,2,138,79,258,4
-8,-6,68,21,4,-3,-5,-9,2,141,46,230,4
-3,3,-34,-19,-1,0,0,-3,2,141,28,212,4
42,19,18,15,6,6,12,13,2,141,5,194,4
17,1,5,-5,-5,-5,-7,-2,2,141,0,180,4
-21,-13,-1,0,-5,-3,-3,-8,2,141,0,175,8
4,5,-28,0,3,4,5,9,2,138,0,171,4
-6,-4,-17,0,-5,-6,-4,-8,2,141,0,166,4
18,-6,-16,5,-1,-4,1,2,2,141,0,155,4
21,3,-11,-10,-1,2,-1,1,0,141,0,148,4
41,20,36,6,8,1,2,7,2,138,0,143,4
-36,-31,-27,-7,-13,1,-1,1,2,138,0,143,4
-18,-4,23,-1,-5,-8,-5,-16,2,138,0,141,4
13,6,-28,-5,2,2,6,12,2,138,0,143,4
-6,-1,23,27,-4,3,3,-10,0,141,0,141,4
35,6,-17,-27,-3,-7,-8,0,2,138,0,143,4
-50,-9,-7,8,-4,-4,-2,-4,2,141,0,166,4
2,-1,22,-23,1,1,0,-3,2,141,0,207,8
31,14,17,24,5,6,3,10,2,141,0,244,4
-12,-27,-54,-41,-8,-8,-9,-12,2,138,0,267,4
6,1,15,12,2,1,-3,5,2,138,0,303,4
6,15,-22,-12,0,-1,-1,-5,2,138,0,333,8
-31,-15,-10,-8,1,4,4,3,2,141,0,351,4
-1,16,22,13,1,-1,2,-1,2,141,0,385,4
0,2,19,14,-3,1,4,9,2,141,0,424,4
-1,-35,-27,-11,7,2,-5,-14,2,138,0,438,4
-56,0,5,-5,-8,-6,5,-7,2,138,0,502,4
10,7,10,13,4,-5,-16,-4,2,141,0,580,4
-6,-13,-20,-16,0,0,-4,-6,2,141,0,639,8
83,10,43,9,4,4,7,11,2,141,0,662,8
-92,-31,-4,-19,-15,-11,-12,-18,2,138,0,689,8
49,12,-47,7,5,-1,1,4,2,141,0,737,8
-6,-11,7,-4,4,4,4,-1,2,138,0,764,4
-37,-6,20,13,-3,-5,-3,-6,2,138,0,764,4
17,2,-16,7,1,5,-1,3,0,141,0,792,8
8,-3,-13,-14,-6,-9,0,0,2,141,0,812,8
34,14,3,-1,3,1,-4,5,2,141,0,833,8
21,4,-6,22,5,7,2,8,2,141,0,844,12
19,8,25,6,-2,-11,-9,3,2,141,0,856,12
-17,-15,-56,-2,-8,-3,-2,-6,2,138,0,872,16
41,13,11,12,6,1,0,5,2,141,0,885,20
-45,13,49,12,2,6,1,-8,2,138,0,892,20
16,-8,-8,1,-5,-5,-7,4,2,141,0,901,24
-34,-14,-17,-36,-4,-3,-1,-5,2,141,0,904,28
4,2,-18,10,0,-3,-1,0,2,138,0,906,24
53,21,52,8,8,3,6,15,2,141,0,915,36
-32,-11,2,13,-3,-3,1,-6,2,138,0,920,44
-16,0,7,-8,-1,-2,-2,-5,2,138,0,924,52
18,4,-37,-23,-1,-2,0,-1,2,138,0,924,52
